covidence	author	year	country	location	latitude	longitude	climate	Experiment_T	mat..C.	map..mm.	season_exposure	day_exposure	soil	type	ph	om	om_units	oc	oc_units	texture	clay	clay_units	sand	sand_units	ec..dsm.1.	ec_units	cec	cec_units	N	N_units	N_types	P	P_units	P_types	as_s	cd_s	cu_s	pb_s	zn_s	se_s	ni_s	co_s	mn_s	cr_s	hg_s	units_s	n_s	fraction_s	Bioavailable	sp	name	cultivar	p_density..ind..m2.or.pots.	ba_total	ba_stem	ba_leaf	br	units_b	as_ba	cd_ba	cu_ba	pb_ba	zn_ba	se_ba	ni_ba	co_ba	mn_ba	cr_ba	hg_ba	units_te_ba	n_te_ba	organs_ba	as_br	cd_br	cu_br	pb_br	zn_br	se_br	ni_br	co_br	mn_br	cr_br	hg_br	units_te_br	n_te_br	organs_br	as_ba.1	cd_ba.1	cu_ba.1	pb_ba.1	zn_ba.1	se_ba.1	ni_ba.1	co_ba.1	mn_ba.1	cr_ba.1	hg_ba.1	units_te_ba.1	n_te_ba.1	organs_ba.1	as_ba.2	cd_ba.2	cu_ba.2	pb_ba.2	zn_ba.2	se_ba.2	ni_ba.2	co_ba.2	mn_ba.2	cr_ba.2	hg_ba.2	units_te_ba.2	n_te_ba.2	organs_ba.2	comments	AccSpeciesName_cor
21	Tozser	2018	Hungary	Debrecen city	47 29'000" N	21 35'738" E	NA	NA	9.8	570	3	NA	Moderately contaminated 2 (southern)	NA	7.8	4.4	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	17.6	8	60.8	NA	25.8	NA	339	63.3	NA	mg kg-1	27	total	NA	NA	Salix viminalis	NA	total: 5800 cuttings in 5 x 8 m	NA	NA	NA	NA	NA	NA	1.01	7.87	0.19	269	NA	0.4	NA	102	0.03	NA	mg kg-1	18	leaves	NA	0.47	15.4	0.51	123	NA	6.68	NA	66.2	4.08	NA	mg kg-1	18	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix viminalis
1075	Trakal	2011	Czech Republic	NA	NA	NA	NA	NA	NA	NA	2	NA	final soil control	Gleyic Cambisol	6.62	NA	NA	3.2	%	NA	NA	NA	NA	NA	NA	NA	6.42	cmolc kg-1	7.09	mg kg-1	mineral N	NA	NA	NA	NA	3.72	NA	51.1	24.7	NA	NA	NA	NA	NA	NA	mg kg-1	5	total	exchangable metal	S-218	Salix gmelinii	Salix x smithiana	NA	47.9	NA	NA	NA	g/pot	NA	70.4	NA	9.14	282	NA	NA	NA	NA	NA	NA	mg kg-1	5	leaves	NA	23.7	NA	371	90.7	NA	NA	NA	NA	NA	NA	mg kg-1	5	roots	NA	21.9	NA	10.1	82.3	NA	NA	NA	NA	NA	NA	mg kg-1	5	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix gmelinii
607	Vondrackova	2017	Czech Republic	Trhove Dusniky	NA	NA	NA	NA	NA	NA	4	NA	LC	Litavka	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	19	NA	30	1991	NA	NA	NA	NA	NA	NA	mg kg-1	4	total (metals extracted with acetic acid)	NA	NA	Salix gmelinii	Salix x smithiana	1 plant/pot	NA	1.3	2.7	NA	g/plant	2	49.8	NA	NA	3092	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.2	NA	NA	1547	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix gmelinii
607	Vondrackova	2017	Czech Republic	Trhove Dusniky	NA	NA	NA	NA	NA	NA	4	NA	MC	Malin	7.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.1	2.9	NA	NA	294	NA	NA	NA	NA	NA	NA	mg kg-1	4	total (metals extracted with acetic acid)	NA	NA	Salix gmelinii	Salix x smithiana	1 plant/pot	NA	18.2	10.9	NA	g/plant	9.6	22.5	NA	NA	626	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.7	NA	NA	276	NA	NA	NA	NA	NA	NA	mg kg-1	4	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix gmelinii
2514	Yang	2021	China	Hangzhou	30 16' N	120 12' E	humid subtropical	NA	NA	NA	NA	92	non-floooding	NA	6.4	13.5	g kg-1	NA	NA	Clay	46	%	33	%	NA	NA	10.3	cmolc kg-1	363	mg kg-1	total	78.5	mg kg-1	total	NA	35.3	5162.3	NA	2693.2	NA	NA	NA	NA	NA	NA	mg kg-1	3	NA	NA	J1052	Salix suchowensis x Salix leucopithecia	NA	3 plants/pot	NA	4.196	1.847	0.436	g/plant	NA	127.4809173	127.2430551	NA	968.9864066	NA	NA	NA	NA	NA	NA	mg kg-1	3	leaves	NA	103.58381	1421.052632	NA	942.7082198	NA	NA	NA	NA	NA	NA	mg kg-1	NA	roots	NA	58.60081802	36.3941316	3	176.8060908	NA	NA	NA	NA	NA	NA	mg kg-1	3	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix suchowensis x Salix leucopithecia
2514	Yang	2021	China	Hangzhou	30 16' N	120 12' E	humid subtropical	NA	NA	NA	NA	92	non-floooding	NA	6.4	13.5	g kg-1	NA	NA	Clay	46	%	33	%	NA	NA	10.3	cmolc kg-1	363	mg kg-1	total	78.5	mg kg-1	total	NA	35.3	5162.3	NA	2693.2	NA	NA	NA	NA	NA	NA	mg kg-1	3	NA	NA	SS61	Salix suchowensis	NA	3 plants/pot	NA	3.407	2.211	0.763	g/plant	NA	97.32825381	100.8156483	NA	730.7110607	NA	NA	NA	NA	NA	NA	mg kg-1	3	leaves	NA	113.6994109	1026.315789	NA	1043.154648	NA	NA	NA	NA	NA	NA	mg kg-1	NA	roots	NA	63.04526247	34.38155318	3	152.0912575	NA	NA	NA	NA	NA	NA	mg kg-1	3	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix suchowensis
2514	Yang	2021	China	Hangzhou	30 16' N	120 12' E	humid subtropical	NA	NA	NA	NA	92	non-floooding	NA	6.4	13.5	g kg-1	NA	NA	Clay	46	%	33	%	NA	NA	10.3	cmolc kg-1	363	mg kg-1	total	78.5	mg kg-1	total	NA	35.3	5162.3	NA	2693.2	NA	NA	NA	NA	NA	NA	mg kg-1	3	NA	NA	SI63	Salix integra	NA	3 plants/pot	NA	3.393	1.881	0.503	g/plant	NA	57.8	99.83687035	NA	657.8	NA	NA	NA	NA	NA	NA	mg kg-1	3	leaves	NA	101.965319	1605.262756	NA	1188.243934	NA	NA	NA	NA	NA	NA	mg kg-1	NA	roots	NA	40	28.00839329	3	124.7148333	NA	NA	NA	NA	NA	NA	mg kg-1	3	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix integra
2514	Yang	2021	China	Hangzhou	30 16' N	120 12' E	humid subtropical	NA	NA	NA	NA	92	non-floooding	NA	6.4	13.5	g kg-1	NA	NA	Clay	46	%	33	%	NA	NA	10.3	cmolc kg-1	363	mg kg-1	total	78.5	mg kg-1	total	NA	35.3	5162.3	NA	2693.2	NA	NA	NA	NA	NA	NA	mg kg-1	3	NA	NA	SV683	Salix viminalis	NA	3 plants/pot	NA	9.707	1.823	1.081	g/plant	NA	171.1	117.9445305	NA	2491.8	NA	NA	NA	NA	NA	NA	mg kg-1	3	leaves	NA	82.13871688	1736.842105	NA	1418.898753	NA	NA	NA	NA	NA	NA	mg kg-1	NA	roots	NA	67.48970691	31.19497324	3	133.840308	NA	NA	NA	NA	NA	NA	mg kg-1	3	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix viminalis
2514	Yang	2021	China	Hangzhou	30 16' N	120 12' E	humid subtropical	NA	NA	NA	NA	92	non-floooding	NA	6.4	13.5	g kg-1	NA	NA	Clay	46	%	33	%	NA	NA	10.3	cmolc kg-1	363	mg kg-1	total	78.5	mg kg-1	total	NA	35.3	5162.3	NA	2693.2	NA	NA	NA	NA	NA	NA	mg kg-1	3	NA	NA	JW8-26	Salix suchowensis x Salix integra	NA	3 plants/pot	NA	4.416	2.52	1.104	g/plant	NA	66.41220833	134.0946125	NA	672.465653	NA	NA	NA	NA	NA	NA	mg kg-1	3	leaves	NA	94.27744534	1197.367618	NA	1809.523753	NA	NA	NA	NA	NA	NA	mg kg-1	NA	roots	NA	41.64608802	27.00210408	3	108.7452524	NA	NA	NA	NA	NA	NA	mg kg-1	3	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix suchowensis x Salix integra
2514	Yang	2021	China	Hangzhou	30 16' N	120 12' E	humid subtropical	NA	NA	NA	NA	92	non-floooding	NA	6.4	13.5	g kg-1	NA	NA	Clay	46	%	33	%	NA	NA	10.3	cmolc kg-1	363	mg kg-1	total	78.5	mg kg-1	total	NA	35.3	5162.3	NA	2693.2	NA	NA	NA	NA	NA	NA	mg kg-1	3	NA	NA	JW9-6	Salix integra x Salix suchowensis	NA	3 plants/pot	NA	4.026	1.796	0.59	g/plant	NA	70.22901356	151.2234948	NA	672.465653	NA	NA	NA	NA	NA	NA	mg kg-1	3	leaves	NA	136.3583768	1249.999598	NA	1463.54161	NA	NA	NA	NA	NA	NA	mg kg-1	NA	roots	NA	56.95473	28.5115379	3	122.0532423	NA	NA	NA	NA	NA	NA	mg kg-1	3	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Salix integra x Salix suchowensis
